Instrument,Frequency_Hz,Angular_Scale_arcsec,nuFnu_1e-12ergscm2,sigma_nuFnu_1e-12ergscm2
JWST,60645264471600.99,1.7,3.211569888576339,0.3211569888576339
JWST,60635458462742.51,1.7,3.1996993685835684,0.31996993685835684
JWST,60625655624527.75,1.7,3.2136231893475977,0.3213623189347598
JWST,60615855955419.21,1.7,3.227774698316639,0.32277746983166394
JWST,60606059453880.336,1.7,3.2832476781800644,0.32832476781800646
JWST,60596266118375.6,1.7,3.2217877814783615,0.3221787781478362
JWST,60586475947370.43,1.7,3.1160567067476017,0.3116056706747602
JWST,60576688939331.29,1.7,3.017950819375062,0.3017950819375062
JWST,60566905092725.59,1.7,3.083632351297877,0.30836323512978775
JWST,60557124406021.78,1.7,3.1282913732442266,0.3128291373244227
JWST,60547346877689.234,1.7,3.1502994613879545,0.3150299461387955
JWST,60537572506198.39,1.7,3.1728705762483016,0.31728705762483017
JWST,60527801290020.6,1.7,3.2487456604026845,0.3248745660402685
JWST,60518033227628.26,1.7,3.2411274200504065,0.3241127420050407
JWST,60508268317494.71,1.7,3.2279832582111947,0.3227983258211195
JWST,60498506558094.31,1.7,3.2219306060644435,0.3221930606064444
JWST,60488747947902.39,1.7,3.1714505818856726,0.31714505818856725
JWST,60478992485395.25,1.7,3.1991025206639883,0.31991025206639884
JWST,60469240169050.2,1.7,3.089718736614153,0.3089718736614153
JWST,60459490997345.51,1.7,3.050606151407733,0.3050606151407734
JWST,60449744968760.44,1.7,3.0530986563540248,0.30530986563540247
JWST,60440002081775.21,1.7,3.1708586931023914,0.3170858693102392
JWST,60430262334871.07,1.7,3.128732827306971,0.31287328273069714
JWST,60420525726530.195,1.7,3.1156231270611663,0.3115623127061167
JWST,60410792255235.77,1.7,3.05666964780776,0.30566696478077604
JWST,60401061919471.945,1.7,3.1560777370681836,0.3156077737068184
JWST,60391334717723.85,1.7,3.1586620235055864,0.3158662023505587
JWST,60381610648477.586,1.7,3.1528881842422387,0.3152888184242239
JWST,60371889710220.24,1.7,3.1295181864805484,0.3129518186480549
JWST,60362171901439.85,1.7,3.1866935408953707,0.3186693540895371
JWST,60352457220625.47,1.7,3.1919387747211427,0.31919387747211425
JWST,60342745666267.07,1.7,3.097641166340713,0.30976411663407133
JWST,60333037236855.65,1.7,3.186544607993004,0.31865446079930043
JWST,60323331930883.12,1.7,3.2358894997483763,0.32358894997483767
JWST,60313629746842.414,1.7,3.225577187155036,0.3225577187155036
JWST,60303930683227.414,1.7,3.209112285243945,0.3209112285243945
JWST,60294234738532.96,1.7,3.1114466956980396,0.3111446695698039
JWST,60284541911254.89,1.7,3.0617249888853575,0.30617249888853576
JWST,60274852199889.97,1.7,3.120180916469608,0.3120180916469608
JWST,60265165602935.96,1.7,3.224214391140301,0.3224214391140301
JWST,60255482118891.56,1.7,3.2724172956102366,0.32724172956102365
JWST,60245801746256.49,1.7,3.2094706583821337,0.3209470658382134
JWST,60236124483531.36,1.7,3.245588542750034,0.3245588542750034
JWST,60226450329217.805,1.7,3.219124769486345,0.32191247694863456
JWST,60216779281818.375,1.7,3.1665475442439113,0.31665475442439117
JWST,60207111339836.62,1.7,2.907316316660249,0.2907316316660249
JWST,60197446501777.016,1.7,3.0577304578701443,0.3057730457870145
JWST,60187784766145.05,1.7,3.1787464401401038,0.3178746440140104
JWST,60178126131447.09,1.7,3.187660898320251,0.31876608983202515
JWST,60168470596190.555,1.7,3.2193935880903295,0.321939358809033
JWST,60158818158883.74,1.7,3.197290335458586,0.31972903354585863
JWST,60149168818035.95,1.7,3.141996376832929,0.3141996376832929
JWST,60139522572157.42,1.7,3.2926677267901576,0.3292667726790158
JWST,60129879419759.36,1.7,3.212420185573076,0.3212420185573076
JWST,60120239359353.914,1.7,3.1442486485797563,0.31442486485797566
JWST,60110602389454.195,1.7,3.1673860569149763,0.31673860569149764
JWST,60100968508574.266,1.7,3.2801796226602695,0.328017962266027
JWST,60091337715229.125,1.7,3.1663006279334946,0.3166300627933495
JWST,60081710007934.76,1.7,3.2443367771169944,0.32443367771169945
JWST,60072085385208.06,1.7,3.1861955379003315,0.31861955379003315
JWST,60062463845566.92,1.7,3.2196525360617683,0.32196525360617684
JWST,60052845387530.13,1.7,3.222637572284573,0.3222637572284573
JWST,60043230009617.484,1.7,3.1485277754109533,0.31485277754109536
JWST,60033617710349.664,1.7,3.0352437931978895,0.303524379319789
JWST,60024008488248.34,1.7,3.1435661887970894,0.314356618879709
JWST,60014402341836.125,1.7,3.129552842934105,0.3129552842934105
JWST,60004799269636.56,1.7,3.1432664881361716,0.31432664881361716
JWST,59995199270174.15,1.7,3.196290960227093,0.3196290960227093
JWST,59985602341974.33,1.7,3.250485222614666,0.32504852226146663
JWST,59976008483563.48,1.7,3.2002577835677775,0.32002577835677776
JWST,59966417693468.93,1.7,3.1647833123111457,0.3164783312311146
JWST,59956829970218.945,1.7,3.1013223853626286,0.31013223853626287
JWST,59947245312342.734,1.7,3.0935009171746177,0.3093500917174618
JWST,59937663718370.46,1.7,3.086907991172663,0.3086907991172663
JWST,59928085186833.195,1.7,3.1616244636526663,0.31616244636526664
JWST,59918509716262.98,1.7,3.1713296149115533,0.31713296149115533
JWST,59908937305192.76,1.7,3.0918770144453744,0.30918770144453744
JWST,59899367952156.46,1.7,3.077229333348111,0.3077229333348111
JWST,59889801655688.91,1.7,3.0598234965565174,0.30598234965565174
JWST,59880238414325.89,1.7,3.169280455792516,0.3169280455792516
JWST,59870678226604.1,1.7,3.2062916565210275,0.32062916565210275
JWST,59861121091061.2,1.7,3.133646716046046,0.3133646716046046
JWST,59851567006235.75,1.7,3.1642053184933228,0.3164205318493323
JWST,59842015970667.28,1.7,3.136318404460156,0.31363184044601566
JWST,59832467982896.23,1.7,3.097328043140808,0.3097328043140808
JWST,59822923041463.96,1.7,3.0714214144757532,0.30714214144757535
JWST,59813381144912.79,1.7,3.045993278803035,0.3045993278803035
JWST,59803842291785.95,1.7,3.106336219237895,0.31063362192378957
JWST,59794306480627.61,1.7,3.1546486710450927,0.3154648671045093
JWST,59784773709982.86,1.7,3.178760832915812,0.31787608329158124
JWST,59775243978397.71,1.7,3.123859622318285,0.31238596223182846
JWST,59765717284419.12,1.7,3.128324642891375,0.3128324642891375
JWST,59756193626594.96,1.7,3.1373426799078667,0.3137342679907867
JWST,59746673003474.02,1.7,3.21904593878618,0.321904593878618
JWST,59737155413606.055,1.7,3.262537824926514,0.32625378249265136
JWST,59727640855541.67,1.7,3.1759873792224877,0.3175987379222488
JWST,59718129327832.48,1.7,3.1096346816954488,0.3109634681695449
JWST,59708620829030.93,1.7,3.1004182343721682,0.31004182343721687
JWST,59699115357690.47,1.7,3.1089416524996314,0.31089416524996316
JWST,59689612912365.42,1.7,3.154389746264227,0.31543897462642273
JWST,59680113491611.055,1.7,3.0827424993890213,0.3082742499389022
JWST,59670617093983.53,1.7,3.1039236677877593,0.31039236677877596
JWST,59661123718039.95,1.7,3.2077527750772883,0.3207752775077289
JWST,59651633362338.33,1.7,3.241706978312352,0.32417069783123525
JWST,59642146025437.59,1.7,3.2319290808537686,0.3231929080853769
JWST,59632661705897.586,1.7,3.1553236925068737,0.3155323692506874
JWST,59623180402279.086,1.7,3.0622425187613795,0.306224251876138
JWST,59613702113143.75,1.7,3.057143792502437,0.30571437925024375
JWST,59604226837054.19,1.7,3.1269743494032616,0.31269743494032615
JWST,59594754572573.9,1.7,3.1330983318413277,0.31330983318413275
JWST,59585285318267.3,1.7,3.121616551001437,0.3121616551001437
JWST,59575819072699.73,1.7,3.0745035669350127,0.3074503566935013
JWST,59566355834437.42,1.7,3.184013316457534,0.31840133164575346
JWST,59556895602047.54,1.7,3.191895254421871,0.3191895254421871
JWST,59547438374098.14,1.7,3.140854962189688,0.31408549621896886
JWST,59537984149158.2,1.7,3.2108391447207154,0.3210839144720716
JWST,59528532925797.6,1.7,3.147435217460676,0.3147435217460676
JWST,59519084702587.14,1.7,3.1947787167729054,0.3194778716772906
JWST,59509639478098.49,1.7,3.1545226713621908,0.3154522671362191
JWST,59500197250904.29,1.7,3.1271466663400913,0.31271466663400915
JWST,59490758019578.016,1.7,3.158562582289683,0.3158562582289683
JWST,59481321782694.12,1.7,3.2444930377805035,0.32444930377805037
JWST,59471888538827.875,1.7,3.238508199595516,0.3238508199595517
JWST,59462458286555.54,1.7,3.265223919956912,0.3265223919956912
JWST,59453031024454.22,1.7,3.2333457701877775,0.32333457701877777
JWST,59443606751101.95,1.7,3.146845261674385,0.3146845261674385
JWST,59434185465077.664,1.7,3.0608176667590894,0.3060817666759089
JWST,59424767164961.18,1.7,3.0608484775194107,0.30608484775194106
JWST,59415351849333.25,1.7,3.1435133754858438,0.3143513375485844
JWST,59405939516775.48,1.7,3.1883537298712783,0.3188353729871279
JWST,59396530165870.41,1.7,3.1806050337592264,0.3180605033759226
JWST,59387123795201.45,1.7,3.200005225708979,0.3200005225708979
JWST,59377720403352.95,1.7,3.126642889376518,0.31266428893765186
JWST,59368319988910.11,1.7,3.124450579338579,0.3124450579338579
JWST,59358922550459.05,1.7,3.22684192922805,0.32268419292280504
JWST,59349528086586.77,1.7,3.215300195810697,0.3215300195810697
JWST,59340136595881.2,1.7,3.168498078252173,0.31684980782521727
JWST,59330748076931.12,1.7,3.0370597670605655,0.3037059767060566
JWST,59321362528326.23,1.7,3.0969429006534877,0.30969429006534877
JWST,59311979948657.09,1.7,3.2605627089252898,0.326056270892529
JWST,59302600336515.21,1.7,3.249045268035045,0.3249045268035045
JWST,59293223690492.94,1.7,3.187299324032721,0.3187299324032721
JWST,59283850009183.53,1.7,3.114607771970731,0.3114607771970731
JWST,59274479291181.125,1.7,3.1065114768121016,0.3106511476812102
JWST,59265111535080.78,1.7,3.1980588532239596,0.31980588532239596
JWST,59255746739478.39,1.7,3.062088395947821,0.30620883959478207
JWST,59246384902970.78,1.7,3.0510747074718765,0.30510747074718764
JWST,59237026024155.65,1.7,3.189554817336006,0.31895548173360067
JWST,59227670101631.57,1.7,3.213429904693482,0.3213429904693482
JWST,59218317133998.02,1.7,3.1539932915706093,0.315399329157061
JWST,59208967119855.336,1.7,3.2102195313513398,0.321021953135134
JWST,59199620057804.77,1.7,2.9716291345422166,0.2971629134542217
JWST,59190275946448.43,1.7,3.115803071901427,0.31158030719014274
JWST,59180934784389.33,1.7,3.1853947618266383,0.3185394761826638
JWST,59171596570231.33,1.7,3.2066154987548,0.32066154987548007
JWST,59162261302579.22,1.7,3.2429351573122003,0.32429351573122006
JWST,59152928980038.625,1.7,3.1940813625820397,0.31940813625820397
JWST,59143599601216.086,1.7,3.17920032801754,0.317920032801754
JWST,59134273164718.984,1.7,3.0930099007526586,0.3093009900752659
JWST,59124949669155.625,1.7,3.200273343263226,0.32002733432632263
JWST,59115629113135.15,1.7,3.149010862509102,0.31490108625091023
JWST,59106311495267.6,1.7,3.1091833220218157,0.31091833220218157
JWST,59096996814163.88,1.7,3.151135887164812,0.3151135887164812
JWST,59087685068435.805,1.7,3.094162453039535,0.3094162453039535
JWST,59078376256696.0,1.7,3.066536142723348,0.3066536142723348
JWST,59069070377558.016,1.7,3.109180505267344,0.3109180505267344
JWST,59059767429636.27,1.7,3.205825736538316,0.32058257365383164
JWST,59050467411546.05,1.7,3.2043365952841847,0.32043365952841846
JWST,59041170321903.49,1.7,3.1855825664188404,0.3185582566418841
JWST,59031876159325.625,1.7,3.222298002778215,0.3222298002778215
JWST,59022584922430.37,1.7,3.0920246513492944,0.30920246513492944
JWST,59013296609836.45,1.7,3.1450948759904844,0.31450948759904845
JWST,59004011220163.54,1.7,3.143791189666468,0.31437911896664683
JWST,58994728752032.125,1.7,3.1495146447870392,0.3149514644787039
JWST,58985449204063.59,1.7,3.203348830569129,0.32033488305691293
JWST,58976172574880.16,1.7,3.2076818572181702,0.32076818572181703
JWST,58966898863104.95,1.7,3.1672138486384322,0.31672138486384327
JWST,58957628067361.93,1.7,3.127428400705335,0.3127428400705335
JWST,58948360186275.945,1.7,3.0905175802454354,0.3090517580245436
JWST,58939095218472.69,1.7,3.0867110440897707,0.3086711044089771
JWST,58929833162578.73,1.7,3.1584487697975425,0.3158448769797543
JWST,58920574017221.484,1.7,3.1305676132365345,0.31305676132365345
JWST,58911317781029.27,1.7,3.1136996359799807,0.31136996359799807
JWST,58902064452631.22,1.7,3.158891869089057,0.3158891869089057
JWST,58892814030657.35,1.7,3.2087430854297714,0.32087430854297716
JWST,58883566513738.555,1.7,3.197828756726674,0.3197828756726674
JWST,58874321900506.54,1.7,3.168917309145304,0.31689173091453043
JWST,58865080189593.93,1.7,3.2204264147150674,0.3220426414715068
JWST,58855841379634.15,1.7,3.2081935110139703,0.3208193511013971
JWST,58846605469261.53,1.7,3.110225081563965,0.3110225081563965
JWST,58837372457111.22,1.7,3.083467660682744,0.3083467660682744
JWST,58828142341819.26,1.7,3.083559047083506,0.3083559047083506
JWST,58818915122022.516,1.7,3.0848610202221995,0.30848610202222
JWST,58809690796358.74,1.7,3.1397174021555174,0.3139717402155518
JWST,58800469363466.5,1.7,3.1546995164708598,0.315469951647086
JWST,58791250821985.26,1.7,3.1203010719982784,0.3120301071998279
JWST,58782035170555.29,1.7,3.1653741025405835,0.31653741025405835
JWST,58772822407817.76,1.7,3.1801389527256467,0.3180138952725647
JWST,58763612532414.66,1.7,3.2051049669365357,0.32051049669365356
JWST,58754405542988.85,1.7,3.1973969403171925,0.31973969403171926
JWST,58745201438184.016,1.7,3.1865246119863957,0.3186524611986396
JWST,58736000216644.734,1.7,3.171999723009131,0.31719997230091307
JWST,58726801877016.375,1.7,3.1719070273890977,0.3171907027389098
JWST,58717606417945.2,1.7,3.1933342123052677,0.3193334212305268
JWST,58708413838078.32,1.7,3.120428938987146,0.3120428938987146
JWST,58699224136063.66,1.7,3.180373271435748,0.31803732714357486
JWST,58690037310550.016,1.7,3.088800230698571,0.3088800230698571
JWST,58680853360187.02,1.7,3.139989057980494,0.31399890579804945
JWST,58671672283625.164,1.7,3.216763004959248,0.3216763004959248
JWST,58662494079515.76,1.7,3.2430926144828782,0.32430926144828787
JWST,58653318746510.99,1.7,3.154176977968828,0.3154176977968828
JWST,58644146283263.85,1.7,3.1604839324477534,0.31604839324477535
JWST,58634976688428.22,1.7,3.1985984011372888,0.31985984011372887
JWST,58625809960658.76,1.7,3.2160889406575293,0.321608894065753
JWST,58616646098611.04,1.7,3.1546126849270046,0.31546126849270045
JWST,58607485100941.42,1.7,3.0880582785684902,0.308805827856849
JWST,58598326966307.13,1.7,3.082205189169519,0.3082205189169519
JWST,58589171693366.21,1.7,3.1283831704997556,0.31283831704997556
JWST,58580019280777.58,1.7,3.1374248573714936,0.31374248573714936
JWST,58570869727200.95,1.7,3.0391649501425575,0.30391649501425577
JWST,58561723031296.91,1.7,3.094064728346584,0.30940647283465844
JWST,58552579191726.84,1.7,3.1503909009656064,0.31503909009656067
JWST,58543438207153.016,1.7,3.140075813927538,0.31400758139275387
JWST,58534300076238.5,1.7,3.1501801132529477,0.3150180113252947
JWST,58525164797647.2,1.7,3.1044051091809095,0.310440510918091
JWST,58516032370043.88,1.7,3.190251740197033,0.31902517401970326
JWST,58506902792094.1,1.7,3.0845265795695935,0.30845265795695936
JWST,58497776062464.3,1.7,3.00718250496297,0.300718250496297
JWST,58488652179821.68,1.7,3.0484571226728896,0.30484571226728896
JWST,58479531142834.37,1.7,3.1472162502946808,0.31472162502946815
JWST,58470412950171.23,1.7,3.165255036744328,0.31652550367443283
JWST,58461297600502.03,1.7,3.0586165888580483,0.30586165888580485
JWST,58452185092497.31,1.7,3.130229657926584,0.31302296579265837
JWST,58443075424828.5,1.7,3.2416360790527112,0.32416360790527116
JWST,58433968596167.78,1.7,3.2080190525111933,0.32080190525111935
JWST,58424864605188.24,1.7,3.2922135363342564,0.32922135363342564
JWST,58415763450563.73,1.7,2.9399376088481532,0.2939937608848153
JWST,58406665130968.97,1.7,3.101904933966652,0.3101904933966652
JWST,58397569645079.48,1.7,3.2080987183157212,0.32080987183157217
JWST,58388476991571.625,1.7,3.201201982482698,0.3201201982482698
JWST,58379387169122.56,1.7,3.1016332291337525,0.3101633229133753
JWST,58370300176410.31,1.7,3.200458812424203,0.3200458812424203
JWST,58361216012113.7,1.7,3.197286333368589,0.3197286333368589
JWST,58352134674912.36,1.7,3.2455906152530076,0.3245590615253008
JWST,58343056163486.78,1.7,3.0915689829976163,0.3091568982997617
JWST,58333980476518.234,1.7,3.0466597207591257,0.3046659720759126
JWST,58324907612688.84,1.7,3.1620853780948766,0.31620853780948766
JWST,58315837570681.52,1.7,3.1745659889936424,0.3174565988993643
JWST,58306770349180.04,1.7,3.2058783721923008,0.3205878372192301
JWST,58297705946868.945,1.7,3.099641694877443,0.3099641694877443
JWST,58288644362433.65,1.7,3.098585639215745,0.3098585639215745
JWST,58279585594560.32,1.7,3.0697882255595026,0.30697882255595027
JWST,58270529641936.016,1.7,3.1253452044451775,0.3125345204445178
JWST,58261476503248.53,1.7,3.104579761511017,0.3104579761511017
JWST,58252426177186.56,1.7,3.171733395421369,0.31717333954213695
JWST,58243378662439.53,1.7,3.2246253946261527,0.3224625394626153
JWST,58234333957697.75,1.7,3.2726548426459843,0.32726548426459845
JWST,58225292061652.29,1.7,3.307157083208149,0.3307157083208149
JWST,58216252972995.06,1.7,3.215342072471902,0.32153420724719023
JWST,58207216690418.805,1.7,3.0672508014571744,0.3067250801457175
JWST,58198183212617.016,1.7,3.145439530312445,0.31454395303124455
JWST,58189152538284.06,1.7,3.129622332503832,0.31296223325038325
JWST,58180124666115.07,1.7,3.179024177894389,0.3179024177894389
JWST,58171099594806.02,1.7,3.1902577156859895,0.319025771568599
JWST,58162077323053.67,1.7,3.197215320560391,0.3197215320560391
JWST,58153057849555.62,1.7,3.1370921142106174,0.3137092114210618
JWST,58144041173010.22,1.7,2.89161043351596,0.28916104335159604
JWST,58135027292116.69,1.7,3.1428997639665033,0.31428997639665035
JWST,58126016205575.01,1.7,3.088972200484802,0.30889722004848025
JWST,58117007912086.0,1.7,3.1225615616665983,0.31225615616665986
JWST,58108002410351.26,1.7,3.1689171526634,0.31689171526634
JWST,58098999699073.22,1.7,3.157161276858734,0.31571612768587337
JWST,58089999776955.08,1.7,3.1083094018470483,0.31083094018470486
JWST,58081002642700.875,1.7,3.0554738038275375,0.3055473803827538
JWST,58072008295015.42,1.7,3.118301078163288,0.31183010781632886
JWST,58063016732604.36,1.7,3.101673693430064,0.3101673693430064
JWST,58054027954174.1,1.7,3.0713656990967153,0.30713656990967153
JWST,58045041958431.89,1.7,3.1513656989651806,0.31513656989651806
JWST,58036058744085.76,1.7,3.161646860255933,0.3161646860255933
JWST,58027078309844.516,1.7,3.0875646325637645,0.30875646325637646
JWST,58018100654417.81,1.7,3.061774739029391,0.3061774739029391
JWST,58009125776516.06,1.7,3.070815100597173,0.3070815100597173
JWST,58000153674850.51,1.7,3.0337402911348312,0.30337402911348316
JWST,57991184348133.14,1.7,3.0862341178095023,0.3086234117809502
JWST,57982217795076.81,1.7,3.1295118227365895,0.3129511822736589
JWST,57973254014395.12,1.7,3.094576735241069,0.30945767352410686
JWST,57964293004802.48,1.7,3.1801016658356995,0.31801016658356995
JWST,57955334765014.08,1.7,3.127297284704451,0.31272972847044517
JWST,57946379293745.945,1.7,3.1544198589426364,0.31544198589426364
JWST,57937426589714.85,1.7,3.1651737846698995,0.31651737846698996
JWST,57928476651638.39,1.7,3.1005666542803887,0.3100566654280389
JWST,57919529478234.94,1.7,3.1490300119330565,0.31490300119330566
JWST,57910585068223.664,1.7,3.0734819170761227,0.3073481917076123
JWST,57901643420324.53,1.7,3.193819438597409,0.3193819438597409
JWST,57892704533258.29,1.7,3.0996510218401565,0.30996510218401563
JWST,57883768405746.47,1.7,3.1541530127130115,0.3154153012713012
JWST,57874835036511.41,1.7,3.1736609765471413,0.3173660976547142
JWST,57865904424276.234,1.7,3.1768316205590525,0.3176831620559053
JWST,57856976567764.84,1.7,3.162867510062721,0.31628675100627207
JWST,57848051465701.94,1.7,3.1712321128213157,0.3171232112821316
JWST,57839129116812.98,1.7,3.181856115018674,0.3181856115018674
JWST,57830209519824.26,1.7,3.105725965235404,0.3105725965235404
JWST,57821292673462.81,1.7,3.186919873560001,0.31869198735600013
JWST,57812378576456.49,1.7,3.2329423208751034,0.32329423208751035
JWST,57803467227533.9,1.7,3.1984813481434644,0.3198481348143465
JWST,57794558625424.46,1.7,3.1190572880319114,0.3119057288031912
JWST,57785652768858.35,1.7,3.120769657196454,0.31207696571964544
JWST,57776749656566.555,1.7,3.1640166328557893,0.31640166328557895
JWST,57767849287280.805,1.7,3.2120340530942806,0.3212034053094281
JWST,57758951659733.66,1.7,3.1734927351967883,0.31734927351967884
JWST,57750056772658.414,1.7,3.2743586120180335,0.32743586120180335
JWST,57741164624789.19,1.7,3.2864791789677126,0.3286479178967713
JWST,57732275214860.83,1.7,3.254303553738901,0.32543035537389015
JWST,57723388541609.016,1.7,3.1964709624567496,0.319647096245675
JWST,57714504603770.16,1.7,3.1288715391644484,0.31288715391644484
JWST,57705623400081.48,1.7,3.150746989433349,0.3150746989433349
JWST,57696744929280.97,1.7,3.146378791595856,0.3146378791595856
JWST,57687869190107.38,1.7,3.0760139528716413,0.3076013952871641
JWST,57678996181300.28,1.7,3.0657143993974767,0.3065714399397477
JWST,57670125901599.945,1.7,3.009317811528613,0.30093178115286134
JWST,57661258349747.5,1.7,3.005098168547677,0.3005098168547677
JWST,57652393524484.78,1.7,3.0504579772414493,0.305045797724145
JWST,57643531424554.45,1.7,3.0597402066645096,0.30597402066645096
JWST,57634672048699.9,1.7,2.995687083254056,0.2995687083254056
JWST,57625815395665.33,1.7,3.0928783284262176,0.30928783284262173
JWST,57616961464195.67,1.7,3.041709851150546,0.3041709851150546
JWST,57608110253036.68,1.7,2.9501738920060414,0.29501738920060416
JWST,57599261760934.83,1.7,3.1536925418269184,0.31536925418269185
JWST,57590415986637.4,1.7,3.1090824793987073,0.3109082479398707
JWST,57581572928892.414,1.7,3.0065168146979895,0.300651681469799
JWST,57572732586448.7,1.7,3.0309181463813375,0.3030918146381338
JWST,57563894958055.805,1.7,3.0293975483190696,0.30293975483190694
JWST,57555060042464.09,1.7,3.1653331041378876,0.3165333104137888
JWST,57546227838424.66,1.7,3.2382828047894607,0.32382828047894613
JWST,57537398344689.375,1.7,3.1745681560482213,0.31745681560482214
JWST,57528571560010.9,1.7,3.1880142657522383,0.3188014265752238
JWST,57519747483142.62,1.7,3.11155862822823,0.31115586282282304
JWST,57510926112838.72,1.7,3.132322415882001,0.3132322415882001
JWST,57502107447854.11,1.7,3.149809434619119,0.31498094346191197
JWST,57493291486944.52,1.7,3.2021807655477987,0.3202180765547799
JWST,57484478228866.4,1.7,3.1264137657367224,0.31264137657367225
JWST,57475667672376.97,1.7,3.1478515592961833,0.3147851559296183
JWST,57466859816234.21,1.7,3.1593543124594974,0.31593543124594975
JWST,57458054659196.88,1.7,3.202664255936725,0.3202664255936725
JWST,57449252200024.48,1.7,3.2479311511799938,0.3247931151179994
JWST,57440452437477.27,1.7,3.2261951055551417,0.3226195105555142
JWST,57431655370316.3,1.7,3.133687183512309,0.3133687183512309
JWST,57422860997303.33,1.7,3.0750000059948737,0.3075000005994874
JWST,57414069317200.914,1.7,3.1234011788623426,0.3123401178862343
JWST,57405280328772.36,1.7,3.132921683147044,0.3132921683147044
JWST,57396494030781.72,1.7,3.100804791442135,0.31008047914421355
JWST,57387710421993.81,1.7,3.1738144884022486,0.31738144884022484
JWST,57378929501174.195,1.7,3.2656955577814943,0.32656955577814945
JWST,57370151267089.21,1.7,3.1381131978168857,0.3138113197816886
JWST,57361375718505.95,1.7,3.0822001464374402,0.30822001464374404
